tier	utterance	duration_s
e01_b00_s2_eng	okay	1.1952286408952402
e01_b00_s2_eng	your fra- favorite TV show <laugh>	3.334058840391986
e01_b00_s2_eng	<laugh> I've never seen that before	1.7953081876724912
e01_b00_s2_eng	I don't know	0.7293439512419511
e01_b00_s2_eng	<gasp>	1.5444944864093912
e01_b00_s2_eng	abroad	0.5329821182152727
e01_b00_s2_eng	abroad	0.6171371895124196
e01_b00_s2_eng	America	0.5996060846009925
e01_b00_s2_eng	oh okay	0.7234278615944874
e01_b00_s2_eng	like kids kids shows	1.8557497319162906
e01_b00_s2_eng	like My Little Pony or Pokemon do you don't know that <laugh> my host brother was such a fan <laugh> even though he was a high school student he watched it all the time	10.201597816371859
e01_b00_s2_eng	My Little Pony	1.318429450321986
e01_b00_s2_eng	it's a girls show but like ponies a lot of ponies and horses	4.454096134750287
e01_b00_s2_eng	<laugh> yeah yeah yeah I I I've never seen it personally so I don't know what it's all about but it was a kids show but	7.545904726310937
e01_b00_s2_eng	but yeah he liked it I didn't like it	2.6649105910763637
e01_b00_s2_eng	I I watched the Big Bang theory	1.767256497240112
e01_b00_s2_eng	I've been	0.5890854990800278
e01_b00_s2_eng	saying this a lot like for ages but I'm a huge fan of the Big Bang Theory	5.385924563017468
e01_b00_s2_eng	it's a comedy	0.9537574747010211
e01_b00_s2_eng	yeah	0.47687873735051767
e01_b00_s2_eng	but this a Doctor Sheldon Cooper there is a character called Doctor Sheldon Cooper and he's like autistic to some extent	8.022783463661455
e01_b00_s2_eng	well he's not offically autistic but he's autistic in it's kind of interesting but you know what what he says to other people and conversations between these	10.947297484285798
e01_b00_s2_eng	um	0.5329821182152727
e01_b00_s2_eng	you know gangs <laugh>	2.0197217111315524
e01_b00_s2_eng	in Japan it's	0.7293439512419297
e01_b00_s2_eng	I I like it a lot	1.1220676172953006
e01_b00_s2_eng	and	0.8976540938362518
e01_b00_s2_eng	I sort of stopped watching it but I used to watch	3.1698410188592447
e01_b00_s2_eng	yeah do you know that it's it's an it- it's it's an Edgecay? show	3.4784096136154403
e01_b00_s2_eng	travel	0.7854473321067132
e01_b00_s2_eng	show and you know you walk around in a city in one particular city	5.627239673044613
e01_b00_s2_eng	and it's not like a touristy thing so it's it was interesting	3.5064613040478037
e01_b00_s2_eng	yea- yeah I I li- I like <laugh> true true true it's it's basically the same concept without without you know	7.12799467078267
e01_b00_s2_eng	sense of it	1.635886289483608
e01_b00_s2_eng	and I- I I kinda like 	1.3879729369988922
e01_b00_s2_eng	cuz my parents watch it	1.262326069457231
e01_b00_s2_eng	oh okay okay	1.0379125459981537
e01_b00_s2_eng	okay okay	1.1501193077276923
e01_b00_s2_eng	mmhm	0.4488270469181259
e01_b00_s2_eng	hard i- and yeah and it's also hard to follow cuz a lot of technical terms and police stuff <laugh>	8.359403748849985
e01_b00_s2_eng	and a lot of dead people as well <laugh>	4.23580525528979
e01_b00_s2_eng	mmhm	0.7854473321067132
e01_b00_s2_eng	was the only one or	1.797491418761922
e01_b00_s2_eng	okay mmhm	0.7573956416743499
e01_b00_s2_eng	mmhm	0.6732405703771747
e01_b00_s2_eng	okay so what were you doing then	1.991670020699189
e01_b00_s2_eng	oh you went upstairs <laugh>	2.636858900643972
e01_b00_s2_eng	mmhm	0.6732405703771747
e01_b00_s2_eng	okay did you ever watch Pokemon or Dragon Ball or	3.6186680657773422
e01_b00_s2_eng	like some Japanese anime things	3.282047780588755
e01_b00_s2_eng	in America	1.4025845216191328
e01_b00_s2_eng	not really okay what about like Sesame Street or um what else do we have <laugh>	6.56409556117751
e01_b00_s2_eng	like Am- American kids shows	2.412445377184895
e01_b00_s2_eng	Blues Clues <laugh> yo- you don't know that oh no oh my god I know more about American kids shows <laugh>	7.293439512419468
e01_b00_s2_eng	mmhm	0.504930427782881
e01_b00_s2_eng	mm	0.5610338086476645
e01_b00_s2_eng	mmhm	0.5610338086476645
e01_b00_s2_eng	oh okay mmhm	1.0940159268629372
e01_b00_s2_eng	mmhm	0.5890854990800563
e01_b00_s2_eng	you hardly	0.8696024034038601
e01_b00_s2_eng	with effort	1.0379125459981537
